Date,Team,Acquired,Relinquished,Notes
2023-12-20,Titans,,• Nick Westbrook-Ikhine / Nick Westbrook,placed on IR with undisclosed
2023-12-20,Jets,• Aaron Rodgers,,activated from IR
2023-12-21,Bills,,• Jordan Phillips,placed on IR recovering from surgery on wrist
2023-12-21,Giants,,• Randy Bullock,placed on IR with hamstring injury
2023-12-21,Rams,• Ronnie Rivers,,activated from IR
2023-12-22,Steelers,• Elijah Riley,,activated from IR
2023-12-22,Titans,,• Amani Hooker,placed on IR with knee injury
2023-12-23,Falcons,,• (Alton) Keith Smith,placed on IR with ankle injury
2023-12-23,Patriots,,• Conor McDermott,placed on IR with concussion
2023-12-23,Titans,,• Jack Gibbens,placed on IR with back injury
2023-12-23,Titans,,• Jeffery Simmons,placed on IR with knee injury
2023-12-23,Titans,,• Luke Gifford,placed on IR with hamstring injury
2023-12-23,Vikings,• Jordan Hicks (b. 1992-06-27),,activated from IR
2023-12-24,Chiefs,,• Jerick McKinnon,placed on IR with groin injury
2023-12-24,Giants,,• Evan Neal,placed on IR with ankle injury
2023-12-26,Browns,,• Dorian Thompson-Robinson,placed on IR with hip injury
2023-12-26,Colts,,• Julian Blackmon,placed on IR with shoulder injury
2023-12-26,Jaguars,,• Daniel Thomas,placed on IR with fractured left forearm
2023-12-26,Texans,,• Jimmie Ward,placed on IR with quadriceps injury
2023-12-27,Cowboys,• Matt Waletzko,,activated from IR
2023-12-27,Jets,,• Duane Brown,placed on IR with back injury
2023-12-27,Panthers,,• Amare Barno,placed on IR with knee injury
2023-12-27,Patriots,,• Rhamondre Stevenson,placed on IR with ankle injury
2023-12-27,Raiders,,• Jesper Horsted,placed on IR with hamstring injury
2023-12-27,Vikings,,• D.J. Wonnum,placed on IR with quadriceps injury
2023-12-27,Vikings,,• T.J. Hockenson,"placed on IR with torn ACL, MCL in knee"
2023-12-28,Bills,• Kameron Cline,,activated from IR
2023-12-28,Commanders,,• Chris Rodriguez Jr.,placed on IR with ankle injury
2023-12-28,Commanders,,• Christopher Rodriguez Jr.,placed on IR
2023-12-28,Commanders,• De'Jon Harris,,activated from IR
2023-12-28,Eagles,,• Devon Allen,placed on practice squad IR with undisclosed injury
2023-12-28,Lions,• Jason Cabinda,,activated from IR
2023-12-29,Bengals,• Cam Taylor-Britt,,activated from IR
2023-12-29,Cardinals,,• Jonathan Ledbetter,placed on IR with knee injury
2023-12-29,Cardinals,,• Marquise Brown,placed on IR with heel injury
2023-12-30,Bills,• DaQuan Jones,,activated from IR
2023-12-30,Broncos,,• Dwayne Washington,placed on reserve/non-football injury list with illness
2023-12-30,Cardinals,• Bobby Price,,activated from IR
2023-12-30,Chiefs,• Mecole Hardman,,activated from IR
2023-12-30,Commanders,,• Percy Butler,placed on IR with wrist injury
2023-12-30,Commanders,,• Tyler Larsen,placed on IR with knee injury
2023-12-30,Eagles,,• Albert Okwuegbunam,placed on IR with hamstring injury
2023-12-30,Eagles,• Avonte Maddox,,activated from IR
2023-12-30,Giants,,• Lawrence Cager,placed on IR with groin injury
2023-12-30,Jaguars,• Cam Robinson,,activated from IR
2023-12-30,Packers,,• Eric Stokes (Jamane),placed on IR with hamstring injury
2023-12-30,Patriots,,• JuJu Smith-Schuster,placed on IR with ankle injury
2023-12-30,Ravens,,• Jalyn Armour-Davis,placed on IR with concussion
2023-12-30,Saints,,• Ryan Ramczyk,placed on IR with knee injury
2023-12-30,Seahawks,,• D'Wayne Eskridge / Dee Eskridge,placed on IR with rib injury
2023-12-30,Seahawks,,• Jamal Adams,placed on IR with knee injury
2023-12-30,Titans,,• Josh Whyle,placed on IR with knee injury
2023-12-30,Vikings,,• Troy Dye,placed on IR with wrist injury
2023-12-30,Washington,,• Charles Leno Jr.,placed on IR with calf injury
2024-01-01,Packers,,• Samori Toure,placed on IR with knee injury
2024-01-02,Giants,,• Tyre Phillips,placed on IR with torn right quadriceps
2024-01-02,Jaguars,,• Henry Mondeaux,placed on practice squad IR with undisclosed injury
2024-01-02,Panthers,,• Jonathan Mingo,placed on IR with foot injury
2024-01-02,Raiders,,• Cole Fotheringham,placed on practice squad IR with undisclosed injury
2024-01-02,Rams,,• Shaun Jolly,placed on IR with undisclosed injury
2024-01-03,Cowboys,,• Deuce Vaughn,placed on IR with ankle injury
2024-01-03,Cowboys,• Viliami Fehoko Jr.,,activated from IR
2024-01-04,Broncos,,• Delarrin Turner-Yell,placed on IR with torn ACL in knee
2024-01-05,Browns,,• Anthony Walker Jr.,placed on IR with knee injury
2024-01-05,Buccaneers,• Rakim Jarrett,,activated from IR
2024-01-05,Cardinals,,• D.J. Humphries,placed on IR with torn ACL in knee
2024-01-05,Cardinals,,• Dante Stills,placed on IR with knee injury
2024-01-05,Commanders,,• Christian Holmes,placed on IR with concussion
2024-01-05,Commanders,,• Kendall Fuller,placed on IR with knee injury
2024-01-05,Commanders,,• Tariq Castro-Fields,placed on IR with shoulder injury
2024-01-05,Ravens,,• Daryl Worley,placed on IR with shoulder injury
2024-01-05,Saints,,• Nephi Sewell,placed on IR with surgery on knee to repair torn ACL (out for season)
2024-01-06,49ers,,• Ross Dwelley,placed on IR with ankle injury
2024-01-06,49ers,• Ray-Ray McCloud,,activated from IR
2024-01-06,Bears,,• Lucas Patrick,placed on IR with calf injury
2024-01-06,Broncos,,• Mike McGlinchey,placed on IR with rib injury
2024-01-06,Broncos,• Alex Palczewski,,activated from IR
2024-01-06,Cardinals,• Leki Fotu,,activated from IR
2024-01-06,Chargers,,• Justin Hollins,placed on IR with shoulder injury
2024-01-06,Dolphins,,• Bradley Chubb,placed on IR with torn ACL in knee
2024-01-06,Dolphins,• Jerome Baker,,activated from IR
2024-01-06,Giants,,• Jason Pinnock,placed on IR with toe injury
2024-01-06,Jaguars,,• Jamal Agnew,placed on IR with fractured lower leg
2024-01-06,Jaguars,• Christian Kirk (Davon),,activated from IR
2024-01-06,Jets,,• Jake Hanson,placed on IR with concussion
2024-01-06,Jets,,• Jeremy Ruckert,placed on IR with concussion
2024-01-06,Jets,,• Zach Wilson (Kapono),placed on IR with concussion
2024-01-06,Lions,• Alim McNeill,,activated from IR
2024-01-06,Lions,• Chauncey Gardner-Johnson / C.J. Gardner-Johnson,,activated from IR
2024-01-06,Packers,,• Johnathan Ford / Rudy Ford,placed on IR with hamstring injury
2024-01-06,Packers,• Emanuel Wilson,,activated from IR
2024-01-06,Packers,• Luke Musgrave,,activated from IR
2024-01-06,Patriots,,• Hunter Henry,placed on IR with knee injury
2024-01-06,Raiders,,• Michael Mayer,placed on IR with toe injury
2024-01-06,Saints,• Payton Turner,,activated from IR
2024-01-06,Titans,,• Colton Dowell,placed on IR with torn ACL in knee
2024-01-06,Vikings,,• Jalen Nailor,placed on IR with concussion
2024-01-08,Bears,• Lucas Patrick,,activated from IR
2024-01-08,Bears,• Yannick Ngakoue,,activated from IR
2024-01-08,Bengals,• D.J. Ivey,,activated from IR
2024-01-08,Bengals,• D.J. Reader,,activated from IR
2024-01-08,Bengals,• Devin Cochran,,activated from IR
2024-01-08,Bengals,• Devonnsha Maxwell,,activated from IR
2024-01-08,Bengals,• Joe Burrow,,activated from IR
2024-01-08,Bengals,• Tycen Anderson,,activated from IR
2024-01-08,Broncos,• Caden Sterns,,activated from IR
2024-01-08,Broncos,• Delarrin Turner-Yell,,activated from IR
2024-01-08,Broncos,• Dwayne Washington,,activated from reserve/non-football injury list
2024-01-08,Broncos,• Greg Dulcich,,activated from IR
2024-01-08,Broncos,• Jalen Virgil,,activated from IR
2024-01-08,Broncos,• Jonas Griffith,,activated from IR
2024-01-08,Broncos,• K'Waun Williams,,activated from IR
2024-01-08,Broncos,• Mike McGlinchey,,activated from IR
2024-01-08,Broncos,• Tim Patrick,,activated from IR
2024-01-08,Cardinals,• Carlos Watkins,,activated from IR
2024-01-08,Cardinals,• D.J. Humphries,,activated from IR
2024-01-08,Cardinals,• Dante Stills,,activated from IR
2024-01-08,Cardinals,• Geoff Swaim,,activated from IR
2024-01-08,Cardinals,• Jon Gaines II,,activated from IR
2024-01-08,Cardinals,• Jonathan Ledbetter,,activated from IR
2024-01-08,Cardinals,• Josh Woods,,activated from IR
2024-01-08,Cardinals,• Kyzir White,,activated from IR
2024-01-08,Cardinals,• L.J. Collier,,activated from IR
2024-01-08,Cardinals,• Marlon Mack,,activated from IR
2024-01-08,Cardinals,• Marquise Brown,,activated from IR
2024-01-08,Cardinals,• Matt Hembrough,,activated from IR
2024-01-08,Cardinals,• Pat Elflein,,activated from IR
2024-01-08,Cardinals,• Rashad Fenton,,activated from IR
2024-01-08,Chargers,• Chris Rumph II,,activated from IR
2024-01-08,Chargers,• Corey Linsley,,activated from reserve/non-football injury list
2024-01-08,Chargers,• Joey Bosa,,activated from IR
2024-01-08,Chargers,• Justin Herbert,,activated from IR
2024-01-08,Chargers,• Justin Hollins,,activated from IR
2024-01-08,Chargers,• Mike Williams (K.),,activated from IR
2024-01-08,Chargers,• Raheem Layne,,activated from IR
2024-01-08,Chargers,• Tanner Muse,,activated from IR
2024-01-08,Chargers,• Will Clapp,,activated from IR
2024-01-08,Chargers,• Zack Bailey,,activated from IR
2024-01-08,Colts,• Anthony Richardson,,activated from IR
2024-01-08,Colts,• Ashton Dulin,,activated from IR
2024-01-08,Colts,• Dallis Flowers,,activated from IR
2024-01-08,Colts,• Daniel Scott,,activated from IR
2024-01-08,Colts,• Danny Pinter,,activated from IR
2024-01-08,Colts,• Evan Hull,,activated from IR
2024-01-08,Colts,• Genard Avery,,activated from IR
2024-01-08,Colts,• Jake Witt,,activated from IR
2024-01-08,Colts,• Jelani Woods,,activated from IR
2024-01-08,Colts,• Julian Blackmon,,activated from IR
2024-01-08,Colts,• Malik Turner,,activated from IR
2024-01-08,Colts,• Michael Tutsie,,activated from IR
2024-01-08,Colts,• Titus Leo,,activated from IR
2024-01-08,Commanders,• Armani Rogers,,activated from IR
2024-01-08,Commanders,• Braeden Daniels,,activated from IR
2024-01-08,Commanders,• Brandon Dillon,,activated from IR
2024-01-08,Commanders,• Chris Rodriguez Jr.,,activated from IR
2024-01-08,Commanders,• Christian Holmes,,activated from IR
2024-01-08,Commanders,• Curtis Brooks,,activated from IR
2024-01-08,Commanders,• Darrick Forrest,,activated from IR
2024-01-08,Commanders,• David Bada,,activated from IR
2024-01-08,Commanders,• Dax Milne,,activated from IR
2024-01-08,Commanders,• Efe Obada,,activated from IR
2024-01-08,Commanders,• Jamin Davis,,activated from IR
2024-01-08,Commanders,• Jeremy Reaves,,activated from IR
2024-01-08,Commanders,• Kendall Fuller,,activated from IR
2024-01-08,Commanders,• Percy Butler,,activated from IR
2024-01-08,Commanders,• Ricky Stromberg,,activated from IR
2024-01-08,Commanders,• Tariq Castro-Fields,,activated from IR
2024-01-08,Commanders,• Tyler Larsen,,activated from IR
2024-01-08,Falcons,• (Alton) Keith Smith,,activated from IR
2024-01-08,Falcons,• Adetokunbo Ogundeji / Ade Ogundeji,,activated from IR
2024-01-08,Falcons,• Avery Williams (b),,activated from IR
2024-01-08,Falcons,• Ethan Greenidge,,activated from IR
2024-01-08,Falcons,• Feleipe Franks,,activated from IR
2024-01-08,Falcons,• Grady Jarrett,,activated from IR
2024-01-08,Falcons,• Ikenna Enechukwu,,activated from IR
2024-01-08,Falcons,• Josh Ali,,activated from IR
2024-01-08,Falcons,• Kentavius Street,,activated from IR
2024-01-08,Falcons,• Matt Hennessy,,activated from IR
2024-01-08,Falcons,• Troy Andersen,,activated from IR
2024-01-08,Giants,• Aaron Robinson,,activated from reserve/physically unable to perform list
2024-01-08,Giants,• Bryce Ford-Wheaton,,activated from IR
2024-01-08,Giants,• Daniel Jones,,activated from IR
2024-01-08,Giants,• Devery Hamilton,,activated from IR
2024-01-08,Giants,• Evan Neal,,activated from IR
2024-01-08,Giants,• Gary Brightwell,,activated from IR
2024-01-08,Giants,• Graham Gano,,activated from IR
2024-01-08,Giants,• J.C. Hassenauer,,activated from IR
2024-01-08,Giants,• Jarrad Davis,,activated from IR
2024-01-08,Giants,• Jason Pinnock,,activated from IR
2024-01-08,Giants,• Joshua Ezeudu,,activated from IR
2024-01-08,Giants,• Lawrence Cager,,activated from IR
2024-01-08,Giants,• Matt Peart,,activated from IR
2024-01-08,Giants,• Randy Bullock,,activated from IR
2024-01-08,Giants,• Shane Lemieux,,activated from IR
2024-01-08,Giants,• Tyre Phillips,,activated from IR
2024-01-08,Jaguars,• Christian Braswell,,activated from IR
2024-01-08,Jaguars,• Cooper Hodges,,activated from IR
2024-01-08,Jaguars,• Daniel Thomas,,activated from IR
2024-01-08,Jaguars,• Jamal Agnew,,activated from IR
2024-01-08,Jets,• Al Woods (Joseph),,activated from IR
2024-01-08,Jets,• Alijah Vera-Tucker,,activated from IR
2024-01-08,Jets,• Bradlee Anae,,activated from IR
2024-01-08,Jets,• C.J. Uzomah,,activated from IR
2024-01-08,Jets,• Chuck Clark,,activated from IR
2024-01-08,Jets,• Connor McGovern (b. 1993-04-27),,activated from IR
2024-01-08,Jets,• Duane Brown,,activated from IR
2024-01-08,Jets,• Ifeadi Odenigbo,,activated from IR
2024-01-08,Jets,• Jake Hanson,,activated from IR
2024-01-08,Jets,• Jeremy Ruckert,,activated from IR
2024-01-08,Jets,• Maalik Hall,,activated from IR
2024-01-08,Jets,• Quinton Jefferson,,activated from IR
2024-01-08,Jets,• Wes Schweitzer,,activated from IR
2024-01-08,Jets,• Zach Wilson (Kapono),,activated from IR
2024-01-08,Jets,• Zaire Barnes,,activated from IR
2024-01-08,Panthers,• Amare Barno,,activated from IR
2024-01-08,Panthers,• Austin Corbett,,activated from IR
2024-01-08,Panthers,• Brady Christensen,,activated from IR
2024-01-08,Panthers,• Chandler Wooten,,activated from IR
2024-01-08,Panthers,• Chandler Zavala,,activated from IR
2024-01-08,Panthers,• Claudin Cherelus,,activated from IR
2024-01-08,Panthers,• Dicaprio Bootle,,activated from IR
2024-01-08,Panthers,• Giovanni Ricci,,activated from IR
2024-01-08,Panthers,• Hayden Hurst,,activated from IR
2024-01-08,Panthers,• Henry Anderson (Wyatt),,activated from IR
2024-01-08,Panthers,• Jonathan Mingo,,activated from IR
2024-01-08,Panthers,• Justin McCray,,activated from IR
2024-01-08,Panthers,• Laviska Shenault Jr.,,activated from IR
2024-01-08,Panthers,• Luiji Vilain,,activated from IR
2024-01-08,Panthers,• Shaq Thompson,,activated from IR
2024-01-08,Patriots,• Calvin Anderson,,activated from IR
2024-01-08,Patriots,• Christian Gonzalez,,activated from IR
2024-01-08,Patriots,• Cole Strange,,activated from IR
2024-01-08,Patriots,• Conor McDermott,,activated from IR
2024-01-08,Patriots,• Daniel Ekuale,,activated from IR
2024-01-08,Patriots,• Hunter Henry,,activated from IR
2024-01-08,Patriots,• Isaiah Bolden,,activated from IR
2024-01-08,Patriots,• J.C. Jackson,,activated from reservelnon-football injury list
2024-01-08,Patriots,• JuJu Smith-Schuster,,activated from IR
2024-01-08,Patriots,• Kendrick Bourne,,activated from IR
2024-01-08,Patriots,• Marcus Jones Jr.,,activated from IR
2024-01-08,Patriots,• Matthew Judon / Matt Judon,,activated from IR
2024-01-08,Patriots,• Raekwon McMillan,,activated from IR
2024-01-08,Patriots,• Rhamondre Stevenson,,activated from IR
2024-01-08,Patriots,• Riley Reiff,,activated from IR
2024-01-08,Patriots,• Tyrone Wheatley Jr.,,activated from IR
2024-01-08,Raiders,• Austin Walter,,activated from IR
2024-01-08,Raiders,• Brittain Brown,,activated from IR
2024-01-08,Raiders,• Dalton Wagner,,activated from IR
2024-01-08,Raiders,• Darien Butler,,activated from IR
2024-01-08,Raiders,• Jesper Horsted,,activated from IR
2024-01-08,Raiders,• Kana'i Mauga,,activated from IR
2024-01-08,Raiders,• Michael Mayer,,activated from IR
2024-01-08,Saints,• Andrew Dowell,,activated from IR
