Date,Team,Acquired,Relinquished,Notes
2010-11-22,Lions,,• Kevin Smith (Ryan),placed on ir with thumb injury
2010-11-22,Redskins,,• Chad Simpson,placed on ir with foot injury
2010-11-22,Saints,,• Stanley Arnoux,placed on ir with achilles tendon injury
2010-11-23,Bengals,,• Terry Johnson / Tank Johnson,placed on ir with right knee injury
2010-11-23,Browns,,• Blake Costanzo,placed on ir with groin injury
2010-11-23,Cardinals,,• Will Davis,placed on ir with fractured left fibula
2010-11-23,Colts,,• Chip Vaughn,placed on ir with left foot/ankle injury
2010-11-23,Eagles,,• Ellis Hobbs,placed on ir with neck injury
2010-11-23,Redskins,,• Anderson Russell,placed on ir with torn acl
2010-11-23,Titans,,• Vince Young,placed on ir with right thumb injury
2010-11-24,Giants,,• Madison Hedgecock,placed on ir with hamstring injury
2010-11-24,Raiders,,• Trevor Scott,placed on ir with torn acl in left knee
2010-11-24,Vikings,,• Anthony Herrera,placed on ir with torn acl in left knee
2010-11-25,Redskins,,• Clinton Portis,placed on ir with groin injury
2010-11-26,Seahawks,,• Anthony McCoy,placed on ir with knee injury
2010-11-27,Bills,,• Keith Ellison,placed on ir with knee injury
2010-11-27,Bills,,• Shawne Merriman,placed on ir with calf / achilles tendon injury
2010-11-30,49ers,,• Dominique Zeigler,placed on ir with knee injury
2010-11-30,49ers,,• Frank Gore (Sr.),placed on ir with right hip injury
2010-11-30,Buccaneers,,• Cody Grimm,placed on ir with fibula injury
2010-11-30,Buccaneers,,• Davin Joseph,placed on ir with fractured foot
2010-11-30,Buccaneers,,• Kyle Moore (b. 1986-10-25),placed on ir with shoulder injury
2010-11-30,Packers,,• Brandon Chillar,placed on ir with shoulder injury
2010-11-30,Packers,,• Spencer Havner,placed on ir with hamstring injury
2010-12-01,Colts,,• Cody Glenn,placed on ir with neck injury
2010-12-01,Texans,,• Torri Williams,placed on ir with hamstring injury
2010-12-02,Bengals,,• Antwan Odom,placed on ir with wrist injury
2010-12-02,Bills,,• Dwan Edwards,placed on ir with hamstring injury
2010-12-02,Bills,,• Reggie Torbor,placed on ir with shoulder injury
2010-12-02,Jaguars,,• Jacob Cutrera,placed on ir with concussion
2010-12-02,Lions,,• Jason Hanson,placed on ir with right knee injury
2010-12-02,Patriots,,• Stephen Neal,placed on ir with shoulder injury
2010-12-02,Raiders,,• Bruce Gradkowski,placed on ir with right shoulder injury
2010-12-03,Cowboys,,• Sean Lissemore,placed on ir with ankle injury
2010-12-03,Panthers,,• Tony Pike,placed on ir with shoulder injury
2010-12-04,Jets,,• Jim Leonhard (Andrew),placed on ir with fractured leg
2010-12-06,Bills,,• Antonio Coleman,placed on ir with knee injury
2010-12-06,Broncos,,• Dan Gronkowski,placed on ir with ankle injury
2010-12-06,Broncos,,• Joe Mays,placed on ir with left knee injury
2010-12-07,Bills,,• Kraig Urbik,placed on ir with knee injury
2010-12-07,Buccaneers,,• Aqib Talib,placed on ir with hip injury
2010-12-07,Buccaneers,,• Jeff Faine,placed on ir with quadriceps injury
2010-12-07,Cardinals,,• Max Hall,placed on ir with left shoulder injury
2010-12-07,Colts,,• Jerraud Powers,placed on ir with forearm injury
2010-12-07,Dolphins,,• Al Harris (b. 1974-12-07),placed on ir with hamstring injury
2010-12-07,Rams,,• Na'il Diggs,placed on ir with pectoral muscle injury
2010-12-07,Steelers,,• Daniel Sepulveda / Dan Sepulveda,placed on ir with torn acl in right knee
2010-12-07,Texans,,• Jesse Nading,placed on ir with knee injury
2010-12-08,Bengals,,• Brandon Ghee,placed on ir with groin injury
2010-12-08,Chiefs,,• Jackie Bates,placed on ir with knee injury
2010-12-08,Colts,,• (Demond) Bob Sanders,placed on ir with biceps injury
2010-12-08,Cowboys,,• Dez Bryant,placed on ir with ankle/fibula injury
2010-12-08,Lions,,• Alphonso Smith,placed on ir with right shoulder injury
2010-12-08,Lions,,• Kyle Vanden Bosch,placed on ir with neck injury
2010-12-08,Saints,,• Ladell Betts,placed on ir with neck injury
2010-12-08,Vikings,,• Albert Young,placed on ir with knee injury
2010-12-10,Bengals,,• Rico Murray,placed on ir with ankle injury
2010-12-10,Jaguars,,• Kevin Haslam,placed on ir with hand injury
2010-12-10,Lions,,• Derrick Williams (b),placed on ir with right ankle injury
2010-12-11,Dolphins,,• Brian Hartline,placed on ir with finger injury
2010-12-11,Lions,,• Isaiah Ekejiuba,placed on ir with knee injury
2010-12-13,Bengals,,• Chinedum Ndukwe / Nedu Ndukwe,placed on ir with knee injury
2010-12-13,Broncos,,• Kyle McCarthy,placed on ir with knee injury
2010-12-13,Buccaneers,,• Gerald McCoy,placed on ir with torn right biceps
2010-12-13,Buccaneers,,• Quincy Black,placed on ir with fractured arm
2010-12-13,Titans,,• Eugene Amano,placed on ir with shoulder / neck injury
2010-12-14,Bills,,• Lee Evans,placed on ir with ankle injury
2010-12-14,Dolphins,,• Vernon Carey,placed on ir with knee injury
2010-12-14,Eagles,,• Brandon Graham,placed on ir with torn acl in right knee
2010-12-14,Lions,,• Brandon McDonald,placed on ir with forearm injury
2010-12-14,Panthers,,• Everette Brown,placed on ir with wrist injury
2010-12-14,Panthers,,• Jason Williams,placed on ir with torn acl in left knee
2010-12-14,Panthers,,• Travelle Wharton,placed on ir with toe injury
2010-12-14,Redskins,,• LaRon Landry,placed on ir with achilles injury
2010-12-14,Seahawks,,• (Vincent) Deon Butler,placed on ir with right leg (fibula) injury
2010-12-14,Vikings,,• Chris Cook (a),placed on ir with knee injury
2010-12-15,Cowboys,,• Kevin Ogletree,placed on ir with toe injury
2010-12-15,Giants,,• Clint Sintim,placed on ir with torn acl in right knee
2010-12-15,Lions,,• Gosder Cherilus,placed on ir with knee injury
2010-12-15,Patriots,,• Jonathan Wilhite,placed on ir with hip injury
2010-12-15,Texans,,• David Anderson,placed on ir with shoulder injury
2010-12-15,Texans,,• Mario Williams,placed on ir with sports hernia
2010-12-15,Texans,,• Mike Brisiel,placed on ir with shoulder injury
2010-12-15,Titans,,• (Robert) Tony Brown,placed on ir with knee injury
2010-12-16,Chargers,,• Pat Watkins,placed on ir with knee injury
2010-12-16,Giants,,• Steve Smith (b. 1985-05-06),placed on ir with left knee injury
2010-12-16,Vikings,,• Tarvaris Jackson,placed on ir with toe injury
2010-12-17,Jaguars,,• Terrence Wheatley,placed on ir with hamstring injury
2010-12-17,Titans,,• Dave Ball,"placed on ir with concussion, hip injury"
2010-12-17,Titans,,• Ryan Mouton,placed on ir with ankle / hamstring injury
2010-12-18,49ers,,• Joe Nedney,placed on ir with right knee injury
2010-12-18,49ers,,• Travis LaBoy,placed on ir with knee injury
2010-12-18,Packers,,• Anthony Smith (b),placed on ir with ankle injury
2010-12-20,Seahawks,,• Roy Lewis (a),placed on ir with knee injury
2010-12-20,Vikings,,• Steve Hutchinson,placed on ir with thumb injury
2010-12-21,Bengals,,• Terrell Owens,placed on ir with left knee injury
2010-12-21,Browns,,• Eric Wright,placed on ir with knee injury
2010-12-21,Browns,,• Scott Fujita,placed on ir with knee injury
2010-12-21,Cowboys,,• Tony Romo (Ramiro),placed on ir with left shoulder injury
2010-12-21,Eagles,,• Nate Allen (b),placed on ir with knee injury
2010-12-21,Rams,,• Brit Miller,placed on ir with torn acl in right knee
2010-12-21,Redskins,,• Ma'ake Kemoeatu,placed on ir with shoulder injury
2010-12-21,Redskins,,• Phillip Daniels,"placed on ir with abdominal, groin injuries"
2010-12-22,Broncos,,• Spencer Larsen,placed on ir with ankle injury
2010-12-22,Browns,,• Evan Moore,placed on ir with hip injury
2010-12-22,Cardinals,,• Early Doucet,placed on ir with hip injury
2010-12-22,Colts,,• Austin Collie,placed on ir with concussion
2010-12-22,Seahawks,,• Derek Walker,placed on ir with undisclosed injury
2010-12-23,Broncos,,• Matt Prater,placed on ir with right groin injury
2010-12-23,Eagles,,• Jorrick Calvin,placed on ir with back injury
2010-12-23,Seahawks,,• Junior Siavii,placed on ir with neck injury
2010-12-24,Lions,,• Matthew Stafford,placed on ir with separated right shoulder
2010-12-25,Redskins,,• Kedric Golston,placed on ir with groin injury
2010-12-27,Broncos,,• Lee Robinson,placed on ir with hamstring injury
2010-12-27,Buccaneers,,• Arrelious Benn,placed on ir with torn acl in left knee
2010-12-28,Bengals,,• Brian Leonard,placed on ir with ankle injury
2010-12-28,Bills,,• Cordaro Howard / Cord Howard,placed on ir with shoulder injury
2010-12-28,Falcons,,• Shann Schillinger,placed on ir with ankle injury
2010-12-29,Eagles,,• Jeff Owens,placed on ir with ruptured patella tendon in knee
2010-12-29,Ravens,,• Morgan Cox,placed on ir with left knee injury
2010-12-29,Redskins,,• Kareem Moore,placed on ir with knee injury
2010-12-29,Saints,,• Courtney Roby,placed on ir with concussion
2010-12-29,Texans,,• Darryl Sharpton,placed on ir with shoulder injury
2010-12-30,Chargers,,• Antonio Gates,placed on ir with foot/toe injury
2010-12-30,Giants,,• Will Blackmon,placed on ir with knee injury
2010-12-30,Jaguars,,• David Garrard,placed on ir with right finger injury
2010-12-30,Lions,,• Landon Johnson,placed on ir with neck injury / concussion
2010-12-31,Chargers,,• Mike Tolbert,"placed on ir with neck, shoulder injuries"
2010-12-31,Chargers,,• Stephen Cooper,placed on ir with knee injury
2010-12-31,Cowboys,,• Leon Williams (E'srom),placed on ir with hamstring injury
2010-12-31,Cowboys,,• Sam Hurd,placed on ir with head injury / concussion
2010-12-31,Packers,,• Marshall Newhouse,placed on ir with back injury (out for season)
2010-12-31,Vikings,,• Madieu Williams,placed on ir with concussion
2011-01-01,Dolphins,,• Karlos Dansby,placed on ir with toe injury
2011-01-01,Panthers,,• Tony Fiammetta,placed on ir with ankle injury
2011-01-01,Vikings,,• Tyrell Johnson,placed on ir with knee injury
2011-01-03,Patriots,,• Ron Brace,placed on ir with elbow injury
2011-01-04,Seahawks,,• Chester Pitts,placed on ir with concussion
2011-01-04,Seahawks,,• Chris Baker (T.),placed on ir with hip injury
2011-01-05,Chiefs,,• Donald Washington,placed on ir with ankle injury
2011-01-05,Saints,,• Chris Ivory,placed on ir with left foot injury
2011-01-05,Saints,,• Pierre Thomas,placed on ir with ankle injury
2011-01-07,Patriots,,• Mike Wright (c),placed on ir with concussion
2011-01-08,Colts,,• Kelvin Hayden,placed on ir with neck injury
2011-01-12,Jets,,• Damien Woody,placed on ir with torn left achilles tendon
2011-02-05,Steelers,,• Maurkice Pouncey,placed on ir with left ankle injury
2011-08-02,Giants,,• Martell Mallett,placed on ir
2011-08-02,Saints,,• Jeremiha Hunter,placed on ir with achilles tendon injury
2011-08-03,Browns,,• Reggie Hodges,placed on ir with achilles tendon injury
2011-08-04,Eagles,,• Victor Abiamiri,placed on ir with torn achilles tendon
2011-08-04,Lions,,• Jack Williams (b),placed on ir
2011-08-04,Titans,,• Ryan Mouton,placed on ir with torn right achilles tendon
2011-08-05,Lions,,• Brandon Stephens (b),placed on ir
2011-08-06,49ers,,• Curtis Holcomb,placed on ir with ruptured achilles tendon
2011-08-06,49ers,,• Dontavia Bogan,placed on ir with torn acl in right knee
2011-08-06,Bills,,• Domonic Cook,placed on ir with knee injury
2011-08-06,Chargers,,• Patrick DiMarco,placed on ir
2011-08-06,Giants,,• Bruce Johnson (b. 1987-02-18),placed on ir
2011-08-06,Steelers,,• Erik Clanton,placed on ir
2011-08-06,Titans,,• Orentha Murdock / O.J. Murdock,placed on ir with achilles tendon injury
2011-08-07,Broncos,,• Mario Fannin,placed on ir with knee injury
2011-08-07,Cowboys,,• Billy Blackard,placed on ir
2011-08-07,Patriots,,• Kyle Hix,placed on ir with undisclosed injury
2011-08-08,Panthers,,• Kelvin Smith (Vincent),placed on ir
2011-08-09,Cardinals,,• Brad Thorson,placed on ir
2011-08-09,Colts,,• Rob Myers,placed on ir
2011-08-09,Jaguars,,• Kevin Haslam,placed on ir with torn mcl in knee
2011-08-10,Colts,,• James Williams (g),placed on ir with undisclosed injury
2011-08-10,Colts,,• Kole Heckendorf,placed on ir
2011-08-10,Lions,,• Maurice Leggett,placed on ir
2011-08-10,Raiders,,• Derrick Jones (b. 1986-01-23),placed on ir with achilles tendon injury
2011-08-11,Panthers,,• Ron Edwards,placed on ir with triceps injury
2011-08-11,Rams,,• Chris Smith (b. 1987-06-23),placed on ir
2011-08-11,Steelers,,• Adam Mims,placed on ir
2011-08-12,Buccaneers,,• Raymond Webber,placed on ir with hamstring injury
2011-08-12,Lions,,• Jeff Maddux,placed on ir
2011-08-14,Lions,,• Mikel Leshoure,placed on ir with torn left achilles tendon
2011-08-15,Cowboys,,• Alex Ibiloye,placed on ir
2011-08-15,Cowboys,,• Titus Ryan,placed on ir
2011-08-15,Eagles,,• Brandon Collier,placed on ir
2011-08-15,Jets,,• Taylor Boggs,placed on ir with torn acl in knee
2011-08-16,Broncos,,• Derek Domino,placed on ir with undisclosed injury
2011-08-16,Broncos,,• Mark Dell,placed on ir with knee injury
2011-08-16,Seahawks,,• Caz Piurowski,placed on ir
2011-08-16,Steelers,,• Ra'Shon Harris / Sunny Harris,placed on ir
2011-08-17,Cowboys,,• Dominique Edison,placed on ir
2011-08-17,Giants,,• Cary Harris,placed on ir
2011-08-17,Giants,,• Samuel Giguere / Sam Giguere,placed on ir
2011-08-18,Cowboys,,• Alex Daniels,placed on ir
2011-08-18,Cowboys,,• Ross Weaver,placed on ir
2011-08-18,Giants,,• Woodny Turenne,placed on ir
2011-08-18,Lions,,• Randy Phillips,placed on ir with shoulder injury
2011-08-18,Patriots,,• Christian Cox,placed on ir with neck injury
2011-08-18,Saints,,• Alex Barron,placed on ir with knee injury
2011-08-18,Steelers,,• Limas Sweed,placed on ir
2011-08-19,Rams,,• Eddie Wide,placed on ir with shoulder injury
2011-08-22,Bills,,• Danny Batten,placed on ir
2011-08-22,Bills,,• Marcus Easley,placed on ir
2011-08-22,Buccaneers,,• E.J. Wilson,placed on ir with ruptured achilles tendon
2011-08-22,Chargers,,• Stephen Cooper,placed on ir with biceps injury
2011-08-22,Colts,,• Jaimie Thomas,placed on ir with back injury
2011-08-22,Vikings,,• Scott Kooistra,placed on ir with neck injury
2011-08-23,Broncos,,• Richard Quinn,placed on ir with knee injury
2011-08-23,Giants,,• Terrell Thomas,placed on ir with torn acl in right knee
2011-08-23,Jaguars,,• Terrell Whitehead,placed on ir
2011-08-23,Patriots,,• Bret Lockett,placed on ir with groin injury
2011-08-24,Giants,,• Brian Witherspoon,placed on ir with torn acl in knee
2011-08-24,Jaguars,,• Terrell Whitehead,placed on ir with right shoulder injury
2011-08-24,Ravens,,• Marcus Paschal,placed on ir with quadriceps injury
2011-08-24,Texans,,• Trindon Holliday,placed on ir
2011-08-25,Bills,,• Reggie Torbor,placed on ir with shoulder injury
2011-08-25,Cardinals,,• Max Hall,placed on ir with left shoulder injury
2011-08-25,Chiefs,,• Brandon Siler,placed on ir with achilles tendon injury
2011-08-25,Panthers,,• Cletis Gordon,placed on ir with shoulder injury
2011-08-26,Chargers,,• Dennis Morris,placed on ir
2011-08-27,Raiders,,• Hiram Eugene,placed on ir with dislocated hip
2011-08-29,Bears,,• Mike Holmes (b. 1989-06-01),placed on ir
2011-08-29,Browns,,• Jabari Fletcher,placed on ir
2011-08-29,Cardinals,,• Greg Toler,placed on ir with torn acl in knee
2011-08-29,Dolphins,,• Mike Rivera,placed on ir
2011-08-29,Raiders,,• Alan Pelc,placed on ir with undisclosed injury
2011-08-29,Rams,,• Jermelle Cudjo,placed on ir with back injury
2011-08-29,Redskins,,• Jarvis Jenkins,placed on ir with right knee injury
2011-08-29,Steelers,,• Baron Batch,placed on ir with knee injury
2011-08-29,Cardinals,,• Max Komar,placed on ir
2011-08-29,Cardinals,,• Ryan Williams (a),placed on ir with torn patella tendon in right knee
2011-08-30,Browns,,• Eric Steinbach,placed on ir with back injury
2011-08-30,Buccaneers,,• Brandon Carter,placed on ir
2011-08-30,Cardinals,,• Tommy Irvin,placed on ir with ankle injury
2011-08-30,Chiefs,,• Eric Bakhtiari,placed on ir
2011-08-30,Chiefs,,• Ryan O'Callaghan,placed on ir with undisclosed injury
2011-08-30,Colts,,• Cody Glenn,placed on ir
2011-08-30,Colts,,• Cornelius Brown,placed on ir
2011-08-30,Colts,,• Mike Newton,placed on ir
2011-08-30,Dolphins,,• Allen Barbre,placed on ir with undisclosed injury
2011-08-30,Giants,,• Marvin Austin Jr.,placed on ir with torn pectoral muscle
2011-08-30,Lions,,• Richard Dickson,placed on ir
2011-08-30,Panthers,,• David Gettis,placed on ir with torn acl in knee
2011-08-30,Panthers,,• Gary Barnidge,placed on ir with ankle injury
2011-08-30,Panthers,,• Geoff Schwartz,placed on ir with hip injury
2011-08-30,Panthers,,• Zack Williams,placed on ir with torn acl in knee
2011-08-30,Raiders,,• Travis Goethel,placed on ir with knee injury
2011-08-30,Ravens,,• Matt Lawrence,placed on ir with concussion
2011-08-30,Steelers,,• Miguel Chavis,placed on ir with torn pectoral muscle
2011-08-30,Texans,,• Devard Darling,placed on ir with knee injury
2011-08-30,Texans,,• Kasey Studdard,placed on ir with ankle injury
